"id","name","nameId","originalId","gender","address","kind","species","level","hp","mp","physicalAttack","physicalDefense","magicalAttack","magicalDefense","speed","technique","charm","luck","armor","commandPatternId","hpHard","mpHard","physicalAttackHard","physicalDefenseHard","magicalAttackHard","magicalDefenseHard","speedHard","techniqueHard","charmHard","luckHard","armorHard","commandPatternIdHard","defenseCommandId","effectScale","directionAngleId","dlcID","area","drop_0_name","drop_0_weight","drop_0_steal","drop_1_name","drop_1_weight","drop_1_steal","drop_2_name","drop_2_weight","drop_2_steal","drop_3_name","drop_3_weight","drop_3_steal","description"
60900,"Orbguard","en_60900",60900,2,"Enemy/en_60900",1,2,39,241,268,200,82,200,82,174,155,0,122,0,60900,255,268,204,82,204,82,174,161,0,122,0,60900,0,1,4,0,"Runebarrows","","","","","","","","","","","","","A monster from another world that is distressed by its inability to find its way home. It has remarkable agility and attacks anything that approaches."
60910,"Lilith","en_60910",60910,2,"Enemy/en_60910",1,3,53,281,352,268,102,313,140,145,123,0,151,0,60910,298,352,275,102,321,140,145,130,0,151,0,60910,0,1,4,0,"Runebarrows","Magic Holy Water",1,1,"","","","","","","","","","A distinguished class within the demon species, proficient in wielding potent dark magic to drain the life from their victims."
60920,"Strangers","en_60920",60920,2,"Enemy/en_60920",1,0,1,394,394,339,152,339,152,204,166,0,158,0,60920,418,394,339,152,339,152,204,166,0,158,0,60920,0,1,4,0,"Runebarrows","","","","","","","","","","","","","A distinguished class within the demon species, proficient in wielding potent dark magic to drain the life from their victims."
60930,"Letus","en_60930",60930,2,"Enemy/en_60930",3,3,8,1707,427,291,154,273,154,199,195,0,186,0,60930,1844,427,292,154,274,154,199,197,0,186,0,60930,27,1,4,0,"Runebarrows","","","","","","","","","","","","","A distinguished class within the demon species, proficient in wielding potent dark magic to drain the life from their victims."
60940,"Helldogs","en_60940",60940,2,"Enemy/en_60940",1,0,46,326,326,275,115,275,115,170,138,0,132,0,60940,346,326,281,115,281,115,170,144,0,132,0,60940,0,1,4,0,"Runebarrows","","","","","","","","","","","","","A distinguished class within the demon species, proficient in wielding potent dark magic to drain the life from their victims."
60980,"Crazy Bear","en_60980",60980,2,"Enemy/en_60980",1,0,16,101,50,50,22,48,18,25,27,0,27,0,60980,107,50,50,22,48,18,25,27,0,27,0,60980,0,1,4,0,"Around Kyshiri Village","Rune of HP",5,1,"","","","","","","","","","A distinguished class within the demon species, proficient in wielding potent dark magic to drain the life from their victims."
70010,"Kraken","en_70010",70010,2,"Enemy/en_70010",2,0,50,10510,5839,289,119,289,119,182,123,0,118,0,70010,11561,5839,296,119,296,119,182,129,0,118,0,70010,0,1,4,0,"Coastal Cave","Rune of Pure Water",100,0,"","","","","","","","","","A spontaneously mutated monster inadvertently produced in failed experiment by Momo. Contains a powerful raw lens."
70020,"Dead countess","en_70020",70020,2,"Enemy/en_70020",2,3,58,5102,6002,294,180,330,202,195,151,0,108,0,700200,5510,6002,303,180,340,202,195,160,0,108,0,700200,0,1,4,0,"Castle Harganthia","Rune of the Void",100,0,"","","","","","","","","","The revenant form of a woman who had a close bond with Markus when he was human. Even under Diradhe's rule, she retains strong feelings for Markus."
70030,"Prometheus","en_70030",70030,2,"Enemy/en_70030_04",2,2,44,4666,4444,245,113,245,113,137,121,0,115,0,700300,5039,4444,250,113,250,113,137,126,0,115,0,700350,0,1,4,0,"Runebarrows","Elemental Symbol",3,0,"Material Symbol",3,0,"","","","","","","A large Rune Golem that guards Runebarrows. Stores energy in its massive blade to attack. Powered by the Barrows' energy."
70040,"Golem Pulverizer","en_70040",70040,2,"Enemy/en_70040",2,2,11,1067,889,60,23,65,23,39,26,0,26,0,70040,1152,889,60,23,65,23,39,26,0,26,0,70042,0,1,4,0,"Northern Runebarrows","Ruby Ring",100,0,"","","","","","","","","","A large Rune Golem sighted at the Northern Barrows. Capable of delivering devastating blows with its immense arms. Runs on energy from a rune-lens."
70052,"Oyamatsumi","en_70052",70052,2,"Enemy/en_70050",2,0,49,5541,5541,236,119,226,101,126,144,0,153,0,70052,5984,5541,242,119,232,101,126,151,0,153,0,70052,0,1,4,0,"The Den of the Dunes","Rune of Stone",100,0,"","","","","","","","","","A gigantic monster that inhabits the desert sands. Desert fishermen flee for their lives upon sighting it. Its bones are used as a building material."
70060,"Nerthus","en_70060",70060,2,"Enemy/en_70060",2,0,11,1747,1248,70,38,68,29,42,65,0,29,50,70060,1887,1248,70,38,68,29,42,66,0,29,50,70061,0,1,4,0,"Redthroat Ridge","Rune of Earth",100,0,"","","","","","","","","","A beast-monster that inhabits Redthroat Ridge. Hides in holes to ambush unsuspecting humans, and carries its plunder back to its lair."
70070,"Astraea the Judge","en_70070",70070,2,"Enemy/en_70070",2,2,30,2152,1435,154,66,154,85,98,104,0,101,120,70070,2324,1435,156,66,156,85,98,107,0,101,120,70070,0,1,4,0,"Proving Grounds","Rune of Light",100,0,"Cute Ribbon",100,0,"","","","","","","A mysterious monster that appeared at the Proving Grounds. Controls the Rune Golems that protect the Barrows, and subjects intruders to a final test."
70080,"Slaosha the Enforcer","en_70080",70080,2,"Enemy/en_70080",2,2,30,1793,1793,150,72,150,46,53,83,0,91,0,70080,1936,1793,152,72,152,46,53,85,0,91,0,70080,0,1,4,0,"Proving Grounds","","","","","","","","","","","","","A type of Rune Golem that protects the Proving Grounds. Controlled by Astraea the Referee, and attacks intruders with its gigantic sword."
70100,"Elder Dragon","en_70100",70100,2,"Enemy/en_70100",2,0,44,3577,5420,229,94,223,142,155,173,0,135,80,70100,3863,5420,234,94,228,142,155,181,0,135,80,70100,0,1,4,0,"The Eldroad","Rune of Inferno",100,0,"Distant Dragon",100,0,"","","","","","","A juvenile dragon that appears in the depths of the Greatwood. Unleashes magical attacks from above onto intruders that violate its territory."
70110,"Fenrir","en_70110",70110,2,"Enemy/en_70110",2,0,48,5563,5563,256,169,243,133,177,148,0,156,0,70110,6008,5563,262,169,249,133,177,155,0,156,0,70110,0,1,4,0,"Ice Cave","Rune of Armor Break",100,0,"","","","","","","","","","A large three-headed beast-monster that haunts the depths of the Ice Cave. When all its heads are awakened, it exhales a powerful freezing attack."
70120,"Chimera","en_70120",70120,2,"Enemy/en_70120",2,2,43,4837,5374,236,140,236,140,114,154,0,147,0,70120,5224,5374,241,140,241,140,114,161,0,147,0,70120,0,1,4,0,"Blocked Highway","Rune of Storm",100,0,"","","","","","","","","","Born from Dux Aldric's research, this entity was created by fusing various monsters with a rune-lens in an attempt to make a controllable specimen."
70130,"Pagurian","en_70130",70130,2,"Enemy/en_70130",2,0,37,3841,3717,188,108,176,42,119,121,0,93,100,17013000,4148,3717,191,108,179,42,119,125,0,93,100,17013000,0,1,4,0,"Hishahn Old Town","Rune of Currents",100,0,"","","","","","","","","","A large aquatic monster that inhabits the drowned city. Carries the ruins of a building on its back for protection as it hunts for prey."
70150,"Alde Dracare","en_70150",70150,2,"Enemy/en_70150",2,2,61,7344,5649,376,211,376,178,270,274,0,201,200,701500,7932,5649,387,211,387,178,270,291,0,201,200,701500,0,1,4,0,"Gardhaven Castle Rooftop","","","","","","","","","","","","","The Dux's crowning achievement, created by melding a rare black dragon with rune-lens to enable control using the power of a Primal Lens."
70160,"Alde Dracare","en_70160",70160,2,"Enemy/en_70160",2,2,63,4166,6943,398,254,398,254,231,224,0,215,0,701600,4499,6943,411,254,411,254,231,238,0,215,0,701600,0,1,4,0,"Gardhaven Castle Rooftop","","","","","","","","","","","","","The evolved form of the Alde Dracare, transformed by the power of the rune-lens when the latter was set free from the control of the Primal Lens."
70180,"Ancient King","en_70180",70180,2,"Enemy/en_70180",2,3,63,6192,6192,400,163,400,163,201,163,0,156,0,701800,6687,6192,413,163,413,163,201,173,0,156,0,701800,0,1,4,0,"Shrine","","","","","","","","","","","","","A mysterious swordsman who was sealed in a realm beyond and appeared out of nowhere. He seems to have some ties to the East..."
81070,"Kogen","en_81070",81070,0,"Enemy/en_81070",0,0,14,1392,1265,90,45,70,23,61,48,0,49,0,81070,1503,1265,91,45,70,23,61,49,0,49,0,81070,0,1,4,0,"Castle Ruins","Rune of Armor Piercing",100,0,"","","","","","","","","","The leader of Kogen's band, which Nowa and his party was asked to go and subdue after it raided Altverden."
81080,"Yuthus","en_81080",81080,0,"Enemy/en_81080",0,0,14,1572,1123,80,31,61,40,26,29,0,29,0,81080,1698,1123,81,31,61,40,26,29,0,29,0,81080,0,1,4,0,"Castle Ruins","Rune of HP",100,0,"","","","","","","","","","The vanguard captain of Kogen's band, which Nowa and his party were asked to go and subdue after it raided Altverden."
81090,"Zabi","en_81090",81090,0,"Enemy/en_81090",0,0,14,1225,1225,68,21,80,29,68,45,0,45,0,81090,1323,1225,68,21,81,29,68,46,0,45,0,81090,0,1,4,0,"Castle Ruins","Rune of Wind",100,0,"","","","","","","","","","The advisor of Kogen's band, which Nowa and his party was asked to go and subdue after it raided Altverden."
81510,"Hurstwine","en_81510",81510,0,"Enemy/en_81510",2,0,19,1875,2083,110,40,110,40,92,78,0,63,0,81510,2025,2083,111,40,111,40,92,79,0,63,0,81510,0,1,4,0,"Kyshiri Village","","","","","","","","","","","","","A covert operative under Dux Aldric's direct command. Frequently opposes Nowa as a recurring adversary."
81540,"Chapell","en_81540",81540,0,"Enemy/en_81540",2,0,59,5298,5886,299,145,337,199,188,141,0,154,0,815400,5722,5886,308,145,347,199,188,149,0,154,0,815400,0,1,4,0,"Eltisweiss","Rune of Tempest",100,0,"","","","","","","","","","An imperial aristocrat devoted to fulfilling Dux Aldric's ambitions. Chapell is an officer and is proficient in magic."
81550,"Narungarde","en_81550",81550,1,"Enemy/en_81550",2,0,30,1883,2354,161,52,161,78,76,81,0,78,60,81550,2034,2354,163,52,163,78,76,83,0,78,60,81550,0,1,4,0,"Proving Grounds","Rune of Earth Enchantment",100,0,"","","","","","","","","","Mysterious woman aiding Dux Aldric. Utilizes rune-lens power for teleportation and summoning. Masked member of the Conclave of the Dawn."
81580,"Heinrich","en_81580",81580,0,"Enemy/en_81580",2,0,51,12392,6196,355,145,355,145,139,141,0,134,0,81580,13631,6196,364,145,364,145,139,148,0,134,0,81580,0,1,4,0,"The Whitecrowns","","","","","","","","","","","","","A young officer who has sworn fealty to Dux Aldric. Suppresses the power of his rune-lens with a regule, but later loses control of it."
82101,"Imperial Soldier (Sword)","en_82101",82101,0,"Enemy/en_82101",0,0,17,90,90,109,37,109,37,75,68,0,67,0,82101,94,90,110,37,110,37,75,69,0,67,0,82101,0,1,4,0,"Werne Village","Healing Herb",10,1,"Revival Medicine",3,0,"","","","","","","A regular Galdean soldier equipped with standard one-handed sword."
82102,"Imperial Soldier (Spear)","en_82102",82102,0,"Enemy/en_82102",0,0,17,99,90,109,37,89,30,61,68,0,67,0,82102,103,90,110,37,90,30,61,69,0,67,0,82102,0,1,4,0,"Werne Village","Healing Herb",10,1,"Revival Medicine",3,0,"","","","","","","A spearman of the Galdean Empire, equipped with a standard spear."
82103,"Imperial Soldier (Bow)","en_82103",82103,0,"Enemy/en_82103",0,0,17,81,90,109,30,89,30,82,75,0,74,0,82103,84,90,110,30,90,30,82,76,0,74,0,82103,0,1,4,0,"Werne Village","Healing Herb",10,1,"Revival Medicine",3,0,"","","","","","","An archer of the Galdean Empire, equipped with a standard bow."
82111,"Imperial Elite (Sword)","en_82111",82111,0,"Enemy/en_82111",0,0,56,428,428,312,180,312,180,133,204,0,195,0,82111,454,428,321,180,321,180,133,215,0,195,0,82111,0,1,4,0,"Eltisweiss","Runeshard of Fire 5",5,1,"Runeshard of Light 5",5,0,"Runeshard of Darkness 5",5,0,"","","","A higher-ranking soldier of the Galdean Empire."
82241,"Thief (Knife)","en_82241",82241,0,"Enemy/en_82241",0,0,16,90,90,99,37,99,37,68,54,0,54,0,82241,94,90,100,37,100,37,68,55,0,54,0,82241,0,1,4,0,"Kyshiri Village","Healing Herb",10,1,"Revival Medicine",3,0,"","","","","","","One of the thieves who run rampant all over Allraan."
82242,"Thief (Bow)","en_82242",82242,0,"Enemy/en_82242",0,0,16,73,81,98,27,80,27,73,75,0,74,0,82242,76,81,99,27,81,27,73,76,0,74,0,82242,0,1,4,0,"Kyshiri Village","Healing Herb",10,1,"Revival Medicine",3,0,"","","","","","","One of the thieves who run rampant all over Allraan."
82263,"Dragonewt Soldier (Spear)","en_82263",82263,0,"Enemy/en_82263",0,0,51,358,358,338,132,338,132,205,189,0,180,0,82263,379,358,347,132,347,132,205,199,0,180,0,82263,0,1,4,0,"Hero’s Trial Ground","Premium Healing Herb",50,1,"","","","","","","","","","A dragonewt soldier of Kenan."
60731,"Lampad","en_60731",60731,2,"Enemy/en_60731",1,3,61,377,342,318,121,260,97,161,173,0,165,0,60731,400,342,328,121,268,97,161,184,0,165,0,60731,0,1,4,31,"Imperial Museum","Rune of Tremendous Power",2,1,"","","","","","","","","","Elemental monster imprisoned in the Imperial Museum basement. Highly resistant to magic, vulnerable only to its elemental weakness."
60724,"Lampad","en_60724",60724,2,"Enemy/en_60724",1,0,61,302,335,256,97,312,97,208,194,0,185,0,60724,320,335,264,97,322,97,208,206,0,185,0,60724,0,1,4,31,"Imperial Museum","Magic Holy Water",5,1,"","","","","","","","","","Elemental monster imprisoned in the Imperial Museum basement. Highly resistant to magic, vulnerable only to its elemental weakness."
60621,"Constructor","en_60621",60621,2,"Enemy/en_60621",1,2,61,827,414,317,136,317,136,150,139,0,132,0,60621,877,414,327,136,327,136,150,147,0,132,0,60621,0,1,4,31,"Imperial Museum","Premium Healing Herb",5,1,"","","","","","","","","","Dux Aldric's creation: a weapon resulting from brainwashing intelligent giants using rune-lenses to forge a controllable specimen."
60482,"Constructor","en_60482",60482,2,"Enemy/en_60482",1,2,61,415,361,338,130,277,104,113,182,0,174,0,60482,440,361,348,130,285,104,113,193,0,174,0,60482,0,1,4,31,"Baron Hassel’s Residence","Ruby Bangle",2,1,"","","","","","","","","","Dux Aldric's creation: a weapon resulting from brainwashing intelligent giants using rune-lenses to forge a controllable specimen."
60341,"Constructor","en_60341",60341,2,"Enemy/en_60341",1,2,61,530,378,290,164,290,164,138,127,0,122,0,60341,562,378,299,164,299,164,138,135,0,122,0,60341,0,1,4,31,"Baron Hassel’s Residence","Premium Healing Herb",5,1,"","","","","","","","","","Dux Aldric's creation: Baron Hassell acquired the specimen after it was discarded due to it going out of control."
70041,"Golem Pulverizer","en_70040",70040,2,"Enemy/en_70040",2,2,11,1067,889,60,23,65,23,32,39,0,26,0,70041,1152,889,60,23,65,23,32,39,0,26,0,70041,0,1,4,31,"Around Kyshiri Village","","","","","","","","","","","","","A distinguished class within the demon species, proficient in wielding potent dark magic to drain the life from their victims."
60172,"Constructor","en_60172",60172,2,"Enemy/en_60172",1,2,61,358,326,309,121,253,96,153,192,0,183,0,60172,379,326,318,121,261,96,153,204,0,183,0,60172,0,1,4,41,"Ancient Castle","","","","","","","","","","","","","Revenant of an elite knight, wandering battlefields with their loyal steed. Still protecting the beloved kingdom he served valiantly."
60901,"Velious Prot","en_60901",60901,2,"Enemy/en_60901",1,2,61,325,361,277,117,277,117,244,200,0,157,0,60901,345,361,285,117,285,117,244,212,0,157,0,60901,0,1,4,41,"Runebarrows","Rune of Blessed Luck",2,1,"","","","","","","","","","A monster from another world that is distressed by its inability to find its way home. It has remarkable agility and attacks anything that approaches."
60792,"Lampad","en_60792",60792,2,"Enemy/en_60792",1,2,61,388,353,328,125,268,100,164,186,0,177,0,60792,411,353,338,125,276,100,164,197,0,177,0,60792,0,1,4,41,"Imperial Museum","Rune of Divine Skill",2,1,"","","","","","","","","","Elemental monster imprisoned in the Imperial Museum basement. Highly resistant to magic, vulnerable only to its elemental weakness."
60970,"Crazy Bear","en_60970",60970,2,"Enemy/en_60970",1,2,62,532,380,295,169,295,169,159,134,0,128,0,60970,564,380,304,169,304,169,159,142,0,128,0,60970,0,1,4,41,"Runebarrows","Tanzanite Bangle",2,1,"","","","","","","","","","A distinguished class within the demon species, proficient in wielding potent dark magic to drain the life from their victims."
60950,"Cat Bandit","en_60950",60950,2,"Enemy/en_60950",1,0,61,354,394,304,131,304,131,266,208,0,162,0,60950,375,394,313,131,313,131,266,221,0,162,0,60950,0,1,4,41,"Runebarrows","Magic Holy Water",5,1,"Recovery Incense",5,0,"","","","","","","A distinguished class within the demon species, proficient in wielding potent dark magic to drain the life from their victims."
60751,"Lampad","en_60751",60751,2,"Enemy/en_60751",1,0,61,293,326,309,96,253,96,204,211,0,201,0,60751,311,326,318,96,261,96,204,224,0,201,0,60751,0,1,4,41,"Imperial Museum","Opal Bangle",2,1,"","","","","","","","","","Elemental monster imprisoned in the Imperial Museum basement. Highly resistant to magic, vulnerable only to its elemental weakness."
60212,"Constructor","en_60212",60212,2,"Enemy/en_60212",3,2,63,865,432,331,142,331,142,157,139,0,132,0,60212,917,432,341,142,341,142,157,148,0,132,0,60212,0,1,4,41,"Forest Runebarrows","","","","","","","","","","","","","Revenant of an elite knight, wandering battlefields with their loyal steed. Still protecting the beloved kingdom he served valiantly."
81600,"Gausshastur","en_81600",81600,0,"Enemy/en_81600",2,0,65,5502,6113,345,134,345,134,254,218,0,170,0,81600,5942,6113,356,134,356,134,254,232,0,170,0,81601,0,1,4,41,"Forest Runebarrows","","","","","","","","","","","","","One of the mask-wearing members of a group called the Conclave of the Dawn. A magic user skilled in earth magic."
60141,"Androctasiae","en_60141",60141,2,"Enemy/en_60141",1,2,63,576,412,318,182,318,182,171,132,0,126,0,60141,611,412,328,182,328,182,171,140,0,126,0,60141,0,1,4,51,"Ancient Castle","Rune of Arcane Magic",2,1,"","","","","","","","","","Stone guardian brought to life by high magic. If its magic wanes, its vibrant blue eyes fade, returning it to a mere statue."
60091,"Gremlin","en_60091",60091,2,"Enemy/en_60091",1,0,60,279,310,290,89,237,89,193,200,0,191,0,60091,296,310,299,89,244,89,193,212,0,191,0,60091,0,1,4,51,"Ancient Castle","","","","","","","","","","","","","Stone seal guardian brought to life by high magic . If its magic wanes, its vibrant yellow eyes fade, returning it to a mere statue."
60161,"Androctasiae","en_60161",60161,2,"Enemy/en_60161",1,3,61,308,342,318,97,260,97,214,190,0,182,0,60161,326,342,328,97,268,97,214,202,0,182,0,60161,0,1,4,51,"Ancient Castle","Peridot Bangle",2,1,"","","","","","","","","","Revenant of an elite knight, wandering battlefields with their loyal steed. Still protecting the beloved kingdom he served valiantly."
60092,"Ammit","en_60092",60092,2,"Enemy/en_60092",1,0,61,293,326,309,96,253,96,204,211,0,201,0,60092,311,326,318,96,261,96,204,224,0,201,0,60092,0,1,4,51,"Ancient Castle","Rune of Supersonic Speed",2,1,"","","","","","","","","","Stone guardian brought to life by high magic. If its magic wanes, its vibrant blue eyes fade, returning it to a mere statue."
60960,"Crazy Bear","en_60960",60960,2,"Enemy/en_60960",1,3,61,394,358,338,132,276,106,167,189,0,180,0,60960,418,358,348,132,284,106,167,201,0,180,0,60960,0,1,4,51,"Runebarrows","Pearl Bangle",2,1,"","","","","","","","","","A distinguished class within the demon species, proficient in wielding potent dark magic to drain the life from their victims."
60822,"Crazy Bear","en_60822",60822,2,"Enemy/en_60822",1,3,62,693,385,327,125,294,104,159,141,0,134,0,60822,735,385,337,125,303,104,159,150,0,134,0,60822,0,1,4,51,"Imperial Museum","","","","","","","","","","","","","Elemental monster imprisoned in the Imperial Museum basement. Highly resistant to magic, vulnerable only to its elemental weakness."
60823,"Crazy Bear","en_60823",60823,2,"Enemy/en_60823",3,3,63,5824,5547,339,150,291,100,148,176,0,168,0,60823,6290,5547,350,150,300,100,148,187,0,168,0,60823,0,1,4,51,"Ancient Castle","","","","","","","","","","","","","A giant teddy bear that was once popular in the Old Kingdom. It grew to hate humans and became violent."
70170,"Bloodfest","en_70170",70170,2,"Enemy/en_70170",2,0,94,16597,16597,500,360,500,360,437,646,0,378,0,70170,18257,16597,524,360,524,360,437,707,0,378,0,70170,0,1,4,51,"Shrine","Mark of a Hero",100,0,"","","","","","","","","","A mysterious swordsman who was sealed in a realm beyond and appeared out of nowhere. He seems to have some ties to the East..."
70111,"Kerberos","en_70111",70111,2,"Enemy/en_70111",2,0,65,6192,6192,347,255,330,200,231,193,0,204,0,270111,6687,6192,358,255,341,200,231,206,0,204,0,270111,0,1,4,51,"Around Kyshiri Village","","","","","","","","","","","","","A large three-headed beast-monster that was summoned through a magic circle in the basement of Castle Harganthia. It exhales a powerful flame breath."
